comment,label,df
මේවගේ අය ඉතා අඩුයි බුදු සරනයි,0,D
දුවේ නුබ දේව දූතිකාවක්,0,D
.අපගේ ආචාරය..,0,D
ඒකට අපේ උන් බයි පාස් කරන්න ඔනේ කියලා ලක්ස 10 ක් හොයාගන්න කියයි,0,D
මොනතරමි වටිනා මනුස්සයෝද අපේ රටෙි උනානමි වාහනේ විදුරැවවත් පත් කරලා බලන්නේ නැ සත්ත එ්කයි,0,D
බුදු සරනයි කිසිම දුකක් කරදරයක් නැතිව නිරෝගි ජිවිතයක් ගෙවන්න ලැබේවා ඔබ දෙපලට,0,D
එ වගේම එම සතුන්ට තාවකාලිකව රැකවරණය දුන් ඇයට ගොඩක් පිං බුදු සරනයි,0,D
නොදොකින් විතරක් කාලකන්නියා සුන්දර ගීතයක් මු කාලා.මු හිතන්නේ මු හරි වැඩ කාරය කියලා.තු නොදකින්,1,D
2.40 බලන්න පිටිපස්සේ වාහනේ ඉන්න බල්ලා මේ බල්ලෝ දිහා බලන විදිහ .. අනේ මටත් කවුරුවත් නැද්ද මේ වගේ බලාගන්න .....කියල ඌට හිතෙන්න ඇති .,0,D
දුශ්ට දුර්ජන මිනිසුන් අතරේ මෙවන් මිනිසුන් රටට සම්පතක්,0,D
ආදරේ කියන හැඟීම මිනිසුන්ට සතුන්ට කියා වෙනසක් නැත...ඒ හැඟීම උපදින්නේ හදවත තුළයි...ආඩම්බරයි අපට ඔබ ගැන..,0,D
අපේ රටේ තාමත් හදවතින් උසස් අය ඉන්නවා. ඒ ගැන ඇත්තටම සතුටුයි. ජේසු පිහිටයි ඒ හැමෝටම,0,D
චම්පා ප්‍රනාන්දු මහත්මිය ඔබ ගැන කියන්න මට වචන නෑ.හදවතින්ම ස්තුතියි .,0,D
අපේ බුකිපාල මහතාගේ මග පෙන්වීම යටතේ වක්‍ර විදේශ යෝජනයක් හැටියට තමයි ඔය ඔය සුදූ වියාපාරය කරන්නේ.,1,D
බලන්න ඕකෙන් රටට කොච්චර විදේශ මුදල් ගලා එනවද. උඩ ඉඳල ග්‍රවුන්ඩ් එකේ වතුර දාන එකාට යනකම් සල්ලි ලැබෙනවා නේ. එකෙන් ලංකාවේ විදේශ සන්තිචය ශක්තිමත් වෙලා ඩොලර් එක පලට වැටිලා රට දියුනු වෙනවා. තව මොනවද මෙතුමන්ලට අපේ රට වෙනුවෙන් කරන්න පුළුවන්,0,D
තිලංගයගෙ අම්මට හුකන්න ඌ හොදට තිබ්බ ක්‍රිකට් කැවා.ලොකෙ හොදම ටිම් වලින් එකක් වෙච්චි එක දැන් අන්තිම ටිකෙ ඉන්නෙ .සුදු කාරයෙක් සභාපති උනාම සුදු ආදයම වැඩියි ඌට ඒක අත උඩින් ලාභයි.,1,D
මෙයිත්‍රිපාල කියලා ජනාධිපති කෙනෙක් ඉන්නො ඌට කිසි උනන්දුවක් නැ.විජයකලා හරි එකිගෙ මොකෙක් හරි සෙල්ලම් කරොත් ඌ බලයි .දවසින් දවස රටත් වගෙම ක්‍රිකට්නුත් වලපල්ලට යනවා,0,D
ඔය නාකි පිම්පියො වැඩක් නැ දැන් රට හදන්න තරුනයො අවශ්‍ය යි . නාකි එව්න් ගෙදරයවලා නිදාගන්න එව්න් එලවලා රට ගොඩගමු.,0,D
තම්බින්ගෙ පල්ලි කැඩෙන එක ගැන කතා වෙන්නද දන්නෑ,1,D
තම්බියො සි0හලයන්ට ගහද්දි නිකන් හිටියේ,1,D
ඇයි තරහා අරන්..අට පාස් නැති ..පාසලක් දැකලවත් නැති එකෙක් වැන්දගෙන චන්දෙ ඉල්ලන් එනකොට තියෙන ඉවසීම කෝ......ගම හදන්න ඉල්ලපු ගමන් දෝතින් ගිහින් දීල එන්නෙ...,0,D
මේ වගේ දෙකය් පනහෙ පොන්න මල් සින්දු අහන ගොඩේ හැත්ත ඉන්නකම් මේ රට දියුණු වෙය්ද චාමර.,0,D
ඔය එන්නේ එජාපයේ ගුණ දෙසන්නට නම් ෂුවර් සංගක්කාර මහත්මයෝ. තමුන්ට ඔය තියෙන ජතතා කැමැත්තත් නැතිවෙනවා.,0,D
ක්‍රිකට් වගෙ නෙවෙයි රට පාලනය කරනවා කියන්නෙ දැන් පෙනවනෙ පාලනය කරන්ඩ දන්නැති කට්ටිය පාලනය කරන හැටි සංගට තියන ගව්‍වරයත් නැති වෙන වැඩක් ඕක,0,D
රට හදන්න කලින් ක්‍රිකට් හදල ඉමු නේ,0,D
ඇයි දැන් මේ හැම එකාම හිතන්නේ මූ දේශපාලනේට එන්න මේ කතා කරන්නේ කියලා.මිනිහෙක්ට එහෙම නිදහසේ අදහසක් බෙදා ගන්න පුලුවන් දේශපාලනයෙන් තොරවත්.සංගා කොහොමත් බුද්ධිමත් දේශකයෙක්.,0,D
.ඔහුට සවන් දීමෙන් ඇත්තටම අපට ලබා ගත හැකි දෙයක් තියෙනවා.රටට දෙයක් කරන්න දේශපාලනේම ඕනි නෑ.රටට දෙයක් කරන්න දේශපාලනේම ඕනි කියලා හිතන වහල්ලු තමයි මේකට දේශපාලන ලේබලේ අලවන්නේ,0,D
ඉස්සෙල්ලාම සංගා කියන දේ අහලා ඉමු මුලින් නැට්ට නොපාගගෙන.,0,D
මමනං හිතන් නෑ සංගා දේශපාලනට එයි කියල.මූ එච්චර මෝඩ නෑ බං.,0,D
මේ රට කවදාවත් හදන්න බෑ....පේනවනේ,0,D
අනිවා එන්න. දැන් ඉන්න බලු දේශපාලන ක්‍රමය වෙනස් කරන්න ඕනෙ,0,D
අපිත් බලන් ඉන්නවා ...ඔබතුමා පටන් ගන්න,0,D
රන් අකුරින් ලියැවුණු ඔබේ නාමය කැත කරගන්න එපා සහෝදරයා.,0,D
ඌ මෝඩ නෑ... ඌ දන්නවා ලංකාවෙ මිනිස්සු මෝඩයි කියලා... සෝ... ඌ දේශපාලනේට එනවා,0,D
කස්ටිය සැහෙන්න කලබල වෙලා,0,D
එයත් කෙලවගන්න හදන්නේ...,0,D
තනිකර අව්ස්තාවාදියෙක් සංගා,1,D
රටහදන්න කලින් සංගාට තියෙන්නෙ විනාශ කරපු ක්‍රිකට් හදන්න රට මහින්ද ගෝඨා ඇතුලු දේශප්‍රේමීන් බලාගනි,0,D
"අපෝ ගොන් දේසපාලෙනට ආවොත් ඔය තියන තැනත් නැතිවෙයි,,",0,D
"අර ලංකාවේ ණය දවසින් ගෙවන මෑන්ට ,,,,මද විරාමයක් දෙන්නද ,,, සංගා සමග නැගිටිමු,,,,,, කියන්නේ ,,,,,???",0,D
ඉංග්‍රීසි වලින්ම ලියලා තියෙන්නේ පිට රට මිනිස්සුන්ට වෙන්න ඇති කතා කරන්නේ රට හදන්න,0,D
ක්‍රිකට් ටීම් එක ට සාධාරණයක් කරන්න ඉස්සර වෙලා,0,D
මොකාට දන්නෙ නැ...එ පාර එන්න හද්න්නෙ,0,D
පල යන්න ගොනා එනවා මෙතන රට හදන්න සල්ලි වලට කහින උන්,1,D
සංගා... ඔය කියන එක හොරෙකුටවත් එකතු වෙන්න එපා.. දෙන ගේමක් තනියම.. අපි ඔබ සමගයි.. ජයවේවා ...,0,D
"මොන ලොඩ්ඩෙක් ද, මු අපේ කොල්ලො පරාද වෙන්නෙ මු කරපු බලු වැඩෙ නිසා මු සාල්ලි වලට පෙරේත යෙක්",1,D
අනේ නිකන් පලයන් සංගා යන්න...,1,D
අනෙපලඩො උබ හදනරට එන්නෙ මොකාටද කියලාදන්නවා උබට දෙන්නැචන්ද,1,D
අපි මහින්ද සමග පෙරට,0,D
ක්‍රිකට් ගහල ඉවරනම් ගෙදරට වෙලා ඉදපන් බන් බෙරිවද නොකර,1,D
ඔයාටත් දෙයියන්ගේ පිහිට යි,0,D
"මනුස්සකම නොදන්න ඔයාට වඩා,චතුර හොදයි තව බන්....",0,D
උබට තිබුනේ මහත්තයෝ එදා උබේ නංගි මරපු උන්ගෙන් පලිගත්ත දවසේ ආයි පොලිසියට බාර නොවී ඉන්න,0,D
ලංකාව හරිම ලස්සන සුන්දර මිනිස්සු ඉන්න රටක් කිවුවේ කවුද බන්...අවුරුදු ගාණක් හිරේ ඉදලා එලියට ඇවිත් පන්සලකට වෙලා ජීවත් උන ඒ ජීවිතේ ආයෙත් අර අපායටම ඇදලා දැන්මා...,0,D
ඔයිට වඩා ලොකු හොරකම් කරලා ඔප්පු වෙලා නිදැල්ලේ ඉන්න මිනිස්සු ඕන තරම් ඉද්දි නොකල වරදලට දඩුවම් විදින්න උනා...මේ රටේ ඉපදුන අපි තරම් පව් කාරයො වෙන මොන රටකවත් නෑ...පොඩි කලේ පොත් වල ඉගැන්නුව ඉන්දියන් සාගරයේ මුතු ඇටය අම්මලා තාත්තලා අපිට කියා දුන්න ලෝකෙන් උතුම් රටද මේ,0,D
මතු ආත්මෙක කිසිම දිනම මේ වගේ රටක ඉපදෙන්නට කවදාවත් ප්‍රාර්ථනා කරන්නේ නෑ,0,D
"ප්‍රසිද්ධියේ දූෂණ වංචා, මගඩි කරන එවුන් එළියෙ.. එකෙක් කට අරින්නෙ නෑ උන් හිරේ යවන්න .. මේක බොරුවක්. මේක තමයි අපේ රටේ මහලොකු නීතිය.",0,D
"ගෑණු 400ක් දූෂණය කරල ඒක ආඩම්බරෙන් කියන එකාට රජ සැප, කෝටි ගණන් රජයෙ දේපල සූරාකන පක්ෂ විපක්ෂ දේශපාළුවන්ට සුර සැප, පගා මරු නිලධාරින්ට ප්‍රමොෂන්, පාතාල කුඩුකාරයින්ට මැති ඇමතිකම්..",0,D
කාගෙ හරි බොරු පැමිණිල්ලකට අහුවෙන දුප්පත් අසරණයෙකුට වරැද්ද නිවැරැද්ද හොයන්නෙ නැතිව මාංචු...,0,D
"අහිංසක මනුස්සයෙක්ට පාඩුවෙ ඉන්න දෙන්නෙ නැති, කැලෑ කපන උන් කුඩු ගෙන්නන උන් මිනීමරුවෝ නිදැල්ලෙ ඉන්න නිතීයක් තියන රටක් ලංකාව",0,D
මේ මනුස්සයට උදවු කරන්න පුළුවන් විදියක් දන්න කෙනෙක් කියන්න. ඇස් වලට කදුලු එනව මේව බලද්දි..,0,D
"තුක් නොදකින් යකෝ මේ ඇඬිල්ලට වාව්, ලස්සනයි, පට්ටයි,කියලා කියන පිරිමිත් අපේ සමාජෙ ඉන්නව නේ මං අහලා තියෙන තරමින් නම් මනුස්සයෙක් පිරිමිකම ලබන්නත් ගොඩක් පින් කරලා තියෙන්න ඕන එහෙම ලබපු පිරිමිකම තව එකෙක් එක්ක නිදි වදපු ගෑනියෙක් නිසා බාල්දු කරන්න එපා යකෝ",0,D
"බුකී කාරයෙක් සභාපති වුන එකේ උන් ඔට්ටු අල්ලන එක සාදාරණයි බන්,මූ බුකිවලින් හොයනවට වඩා ක්‍රිකර් බෝර්ඩ් එකෙන් හොයන්න ඇති මේ වෙනකොට",0,D
සමින්ද මල්ලි ලොකු දෙයක් ඇප දෙන්න පුලුවන්නම්. නැති නම් ඇතුලෙදිම මොනවා හරි කරලා මරලා දමාවි. කුඩු කාරයොයි . දේසපාලුවොයි. ඇප දෙන්න කුමයක් බලන්න,0,D
මේ මනුස්සය ඔය හොරකම කරල නෑ.. බලන්න ඒ මූණ.. මේක පැමිණිලි කරුවන්ගෙ බොරුවක්. ඒ මනුස්සය හිරේ හිටපු කෙනෙක් නිසා වෙන කෙනෙක් කරපු දේකට අහුකරල .. ඔහු හොරෙක් නෙවෙයි..,0,D
ඒක හරි සරලයිනේ බුකි කාරයෙක් උනාම දිනන එකවගේම පරදින එකෙනුත් ලාභ ගන්නව,0,D
කට්ටිය එකතු වෙලා කිය කිය හරි දාලා ඇප මුදල ගෙවලා මෙයාව එලියට ගන්න බලමුද අපි....,0,D
සුවිශේෂී පාච්චාරණය කරව ගන්නේ නැතුව පාඩුවේ ඉන්න දෙන්න තිබුණේ.එ්ක හින්දා ආයේම වරදක් නොකර ඒ මනුස්සයා හිරේට යනවා.,0,D
ඕන තරම් අනුන්ගේ දෙවල් හොරෙන් ගත්ත එවුන් සැප විදිනවා..මෙයා වැරදි කරලා ඇති..ඒත් ඒ තමන්ගේ නංගි වෙනුවෙන්..තව මොනාද මේ මනුස්සයට ජිවිතෙ ඉතුරු...,0,D
මේ අහිංසක මනුස්සයටම ඇයි මෙහෙම කරන්නේ .අපේ රටේ කොච්චර නම ගිය උන් ඉන්නවද වැරදි කරන උන්ට කිසිම නීතියක් නැ .උන් කොච්චර දේවල් කරත් ඇස් පෙන්නේ නැ කන් ඇහෙන්නේ නැ වගේ ඉන්නවා.,0,D
. මේ වගේ මනුස්සයෙක්ව දැක්කොත් කොහොම හරි මොනාහරි කරලා හිරේ දාන්න තමයි හදන්නේ . මේ මනුස්සයා වෙනුවෙන් කතා කරන්න එකෙක් වත් නැ .ඇයි කාටවත් මේවා පෙන්නේ නැත්තේ .පව් අසරණ මනුස්සයා හිතේ කොච්චර ලොකු වේදනාවක් ඇද්ද,0,D
තොපේ නීති මේ වගේ මනුස්සයන්ට විතරයි . කාලකන්නින්ට රට බාර දුන්නම ඔහොම තාම වෙන්නේ . මේ මනුස්සයා වෙනුවෙන් කතා කරන්න එක මනුස්සයෙක් වත් නැද්ද අපේ රටේ ?,0,D
දයාසිරිට ප්‍රතිපත්තියක් තියනව යකෝ.ඌ මොන ආණ්ඩුව ආවත් උගේ වාසියට වැඩ කරගන්නව.ප්‍රතිපත්තියක් නැත්තෙ ඌට මොන බලු වැඩේ කරත් චන්දෙ දෙන ගොන් ජනතාවට.,0,D
ඒ මනුස්සයට දැන් වත් ඉන්න දෙන්න.ඒ මනුස්සයා සටන් වැදුනේ එයාගේ නංගි වෙනුවෙන්....මැරේන්න ලන් වෙලත් ඒ මනුස්සයට නිදහසේ ඉන්න නැහැ...,0,D
මේවා මහා පව් වැඩ.මිට වැඩිය වැරදි නරන මිනිස්සු නිදැල්ලේ ඉන්නවා....පිරිම කමට මරලා වැරැද්ද නරා කියලා පොලිසියට බාර උනා..දැන් නොකරපු වරදකට හිරේ....අපේ රටේ නිතිය ක්‍රියාත්මක වෙන්නේ සාමාන්‍යය මිනිස්සුන්ට විතරයි...⁣,0,D
අනික මේ මනුස්සය හිරේ හිටියනම් කොහොමද 2006 සොරකම් නඩුවකට අහු වෙන්නෙ... මේකනම් හොද කුමන්ත්‍රණයක.. සමහරවිට මේ මනුස්සය ලෙඩ වෙල මැරුන කියල කියයිද දන්නෙ නෑ..,0,D
ඒත් 2006 හොරකමකට අහුවෙලා... අනේ මන්ද ඉතින්... මේ නඩුව අහද්දි ටී.වී දෙරණ ඇප දෙන්න කවුරුත් ලෑස්ති කලේ නැද්ද දන්නෙ නෑ...,0,D
ඒව අදාල නෑනෙ හිතුමතේගෙ ජීවිත කතාවට නේද ? මේ මනුස්සය දන්න දේ කියනව ඉතින්.. ඒ කොටස අහද්දි පොලීසියට සහ තවත් පීරිස් වලට එලිපිට චෝදනාවන් කරනව.. ඒ මනුස්සය අවන්කව දන්න දේ කියුව ඉතින්... දැන් ආයි හිරේ...,0,D
"මේක මහ කාලකණ්ණි රටක්...මිනිස්සු විසින්ම කාලකණ්ණි කරපු රටක්..තිරිසන් මිනිස්සු ඉන්නෙ.පොඩි දුප්පත් මිනිස්සුන්ට තමා හැම දේම..සල්ලි තියෙන ඈයෝ සල්ලි කොළ වලට වහගෙන කරන්න ඕන ජරා,තුප්පහි වැඩ ඔක්කොම කරනවා",0,D
"මතු උපදින ආත්මෙකනම් මේ අමුතු ඇටේ නොඉපදේවා.රට මොන තරම් දේශගුණික ,ස්වාභාවික දේවල් වලින් සුන්දර උනත් ඉන්න මිනිස්සු පුදුම ජරා මිනිස්සු..මේක තව ආත්ම දහයක් ගියත් දියුණු වෙමින් පවතින.රටක්ම වෙයි.",0,D
ඇත්තම කතාව ඕක තමයි ලංකාවට එනවට වඩා මේහේ ඉන්නෙක හොඳයි කියලයි දැන්නම් හිතෙන්නේ,0,D
මේකට දෙරන වග කියන්න ඕන..මිනිස්සු අතරේ තිබ්බ තොරතුරු වලට වඩා කුඩු බිස්නස් කාරයෝ ගැන එලි කලේ ඒ ඉන්ටර්වීව් එකෙන්...මේක පිටිපස්සේ අනිවාර්යෙන් ඒ කෙනෙක් ඇති,0,D
"මම උඹට වඳින්නෙ මෙතනදි... මට ලැජ්ජයි බන් දෙමාපියන්ගෙන් ලැබුණු මේ තරම් ජීවිතය හැඩ ගස්සවන බෞද්ධ දර්ශනය තවම හරිහැටි පිලිපදින්නෙ නැති එකට... ඊට වඩා ලැජ්ජයි, උඹ හසුරවන විදියට...",0,D
දහම විකුර්ති කරනව කියන අය කොහොමද දහමට සූත්‍රයට විනයට ගලපා බලන්නෙ. දහම් අවබෝධයක් තිබෙන කෙනෙකුට පමනයි ගැලපීම ට හැකියාව තිබෙන්නේ,0,D
ඔය ප්‍රශ්නෙත් මම ඇහුව… දහම් අවබෝධයක් නැති කෙනෙක් කොහොමද සූත්‍රයට ධර්මයට ගලපන්නෙ කියල.. ඒකට තමයි තුන්වෙනි එක තියෙන්නෙ කිව්වා.. විනයට ගලපන එක.. රාග විනය ද්වේශ විනය මෝහ විනය.. ඒක ඔළුවක් මොලයක් තියෙන ඕන කෙනෙකුට කරන්න පුළුවන් දෙයක්..,0,D
"ඔය ගොං කතා නෙමෙයි, මම උඩින් ප්‍රශ්නයක් ඇහුවා.. ඒක තෝලර දෙන්න.. නැත්තං පිංවත් ලොකු මුදලාලිගෙන් හරි අහල ඇවිත් කියන්න…",0,D
පඩුවෙ ඉන්න දෙන්නේ නෑ ..මාමේ මුන් උබට.නිදොස් කොට නිදහස් කරානම් ..තව නඩු කොහෙන් එනවද....???ාහෝ නීතියෙ දෙවගන...,0,D
දෙයියනේ මේත් මනුස්සයෙක් නේද?? අපේ සීයාලා ව මතක් වෙන්නේ.ඒ ඇස් දෙකෙ වැටෙන්න ඔන්න මෙන්න තියෙන කදුලු දකිද්දි පපුව පිච්චිලා ගියා.හිතුමතේ ජීවිතේ වෙනුවෙන් කතා කරන්න කෙනෙක් අපේ රටේ ඇත්තටම නැද්ද ??,0,D
සාධාරණය ගැන කතා කරන ලොකු උදවියට මේවා පෙන්නේ නැද්ද දෙයියනේ ?? මේ ගෙවන අන්තිම කාලේ හරි එයාට සතුටෙන් ඉන්න පුලුවන් වාතවරණයක් තිබ්බා නම්.එත්.......,0,D
.අසරන මනුසයෙක් කන්න නැතිව ගස් ගේඩ්‍ යක් කඩන් කැවොත් උන් හොරු ....අසරන මනුසයෙක් මුනවල් ඇරලා ලොකු කමට ඇදන් යන්නේ ලොකු එකා කරනම් උන්ගේ මුනවල් වහල යන් සර් කියල පොලිස් බල්ලෝ පස්සේන් යන්නෙ...,0,D
මුන්ගේ අප්පගේ රටක් මෙක දැන් .කො යකෝ දේයියෝ බුදුන්...,0,D
පාලකයො කියන හැත්ත ඉවරයක් කරල දැම්මනම් හැමදේම විසදේවි රටේ. මෙච්චර කතා කරන්න අය ඉන්න රටේ එක නිර්භීත හිතක් තිබුනනම් ඔය හරක් ගාල මරාගෙන මැරෙන්න පුලුවන්,0,D
කම්බහොරු නිදැල්ලේ ඉද්දි අවුරුදු ගානක් සිරබත් කාලා හෙම්බත් උනු මිනිහෙක්ව අල්ලලා මහාවීරකමක් කරා වගේ ආයිත් හිරේට දානවා.නොදකින් කාලකණ්ණි ..,0,D
ඇප දෙනවනම් මමත් දෙනවා. ගාන කීයද බලලා මේ රටක් වටින මනුස්සයව බේර ගන්න ඕනේ. කාලකන්නි සක්කිලි රටේ හොද මිනිහෙක්ට ඉන්න නැති හැටි.,0,D
කොන්දක් නැති ලොකු මිනිසුන්ගේ වැඩ. දැන් මොන දේවල් කලත් වැඩක් නැහැ. ගාම්භීරත්වයෙන් කරන්න තිබුන ටික කරල ඉවරයි. මේ මහත්තයා.,0,D
තමන්ගේ නංගිට කරපු අපරාධය නිසා පලිගත් එක සාදාරණීකරණය කරන්න අපහසු වුවත් මේ විදියට ඒ මනුස්සයගෙන් දිගින් දිගටම අනවරතේ පලිගන්නෙකනම් අසාධාරණයක්,0,D
"අපිට එ තුන්දෙනාව දැක්කාම දාලා යන්න හිතුනේ නැහැ මචන් මොකද අපි දන්නවා විදපු දුක, උන් තුන්දෙනා ඉන්න සතුට දැක්කාම ලෝක කුසලානයක් දිනුවාවගේ",0,D
දැන් අපෙන් ගත්ත වරාය අපිට දීපන් ආය.,0,D
ලෝකේ ඉස්සරහ නෝන්ඩි නොවී බේරුනා..බලපන් මචංලා අපේ පාර්ලිමේන්තුවේ හොරු ටික අපේ රට කෑවත් අපිට එකතු වෙලා වැඩ කලොත් මේ රට හදන්න පුලුවන්,0,D
"මූ පෝස්ට් එක දැක්ක ගමන් ගෙනත් දෙන්න ඇත්තේ සල්ලි බලාගෙන බන්...නැත්නම් ජීවිතේට දෙන්නේ නෑ...ගෙනත් දුන්නට සල්ලි ගත්ත එකනම් අනුමත කරන්න බෑ...ලැප් එක,අනිත් දේවල් හම්බ උන එක ලොකු දෙයක් තමා...සල්ලි නොගත්තනම් වටිනාකම කියලා වැඩක් නෑ...",0,D
විශිෂ්ටයි..ලංකාවේ මිනිස්සු හොඳයි ..උන්ටත් හොරකම පුරුදු කරන්නේ අමන දේශපාලුවෝ ..,0,D
ලැජ්ජා නැති බල්ලෝ...,0,D
මුන් වගේ එවුන්‍ට චන්දේ දෙන්නත් එවුන් ඉන්නවනේ ඉතින්,0,D
ලංකාවෙ උණ් ටික ටික හැදීගෙන එන්නෙ දැන්,0,D
හිත හොඳ අවංක කොල්ලෙක් ..,0,D
නියමයි බං පට්ට ආඩම්බරයි,0,D
අර එකෙක් පුටු වගයක් ගෙන්නලා එක පුටුවක් ලක්ශ හයාමාර ගානේ මුන්ට චන්දේ දෙන එවුන් කාපල්ලා තනකොල මි හරක්. මුන්ට ගහනවා වගෙම උන්ටත් ගහන්න ඕන ලග්දිම දුවන්න ඉලගට දොස්තරලත් දෙන්නම ඕන ඔය ගොබ්බ වැඩේ කරන දොස්තරලා කියලා මිනිස්සු මරන දොස්තරලට.,0,D
මුන්ට ගෑනු දෙතුන් දෙනෙක් ඉන්නවා....ඒ හින්ද කොච්චර පඩි දුන්නත් මදි ......නවතින නවතින තැන ගෑනු .....,0,D
මෙයා නැතිවෙනකම් ලංකාවේ අයට මෙයාව දන්නේ නැහැ !! පිටරට එක්කෙනෙක් මෙයාව ඇවිත් හදුන්නලා දුන්නා !!,0,D
එහෙ එකෙක් ලංකාවෙ වැඩට ඇවිත් අපේ අය එයාලව බලන්න ගියා නම් මන් කැමතියි...මගේ පුද්ගලික අදහසක් විතරයි හොදේ...තරහ ගන්න එපා කවුරැත්.....,0,D
ඇත්තටම හුඟක්ම හොඳයි මේ වගේ දේවල් සමාජගත කරන එක...මිනිස්සුන්ට හිතන්න හුඟක්ම හුඟක් දේවල් මේ තුල අන්තර් ගතයි...හොන්ඳ පණිවිඩයක් මිනිසුන්ගේ හිත් තුලට...,0,D
හැමෝම එක වගේ නෑ...හැම ජාතියකම හොද මිනිස්සු ඉන්නවා....සිංහල ජාතීයේ තමයි හොයන්න අමාරූ.....,0,D
"කොහේ හරි කාට හෝ අවශ්‍ය කෙනෙක් හමුවන තුරු හැකිතාක් ශෙයා කරන්න,අපි ජීවිතයක් බේරාගත හැකිය.",0,D
මෙ ලගදි ෂෙයා කරලා තිබ්බා පෙඡ් එකකින් මතක නැ දැන්.,0,D
"රට..,දැය වෙනුවෙන් උරදුන්නට.. පක්ශ පාට බේදයකින් තොරව අපි සහය දෙන්නමු..ජයවේවා ලොක්ක...",0,D
පස්වන විධායක ජානාධිපති මහින්ද රාජපක්ෂ මැතිඳුන් මේ රට පාලනය නොකරන්න... මේ ඉංජිනේරු මහත්තයගේ නම තියන්න තිබ්බේ... කොහෙද කියලා අද රටේ ජනතාව දන්නවා...,0,D
කොහොමත් උබේ නම හිතට එකගව දාන්න බෑ... මහින්දගේ නම දාන්න බෑ. තොපි කුහකයි...ඉතිං ඉංජිනේරුවගේ නම දාපිය.. කව්රුවත් නෙමෙයි ඕක හැදුවේ අපි.,0,D
අපි ණය ගෙවනවනම් ඒක වෙන උන් හදන්න බෑනේ. තොපිකාලා ඇදලා ඉන්නෙත් අපේ සල්ලි ලැජ්ජයි තොපි ගැන,0,D
මහින්ද හදපුවගෙ නම් මාරු කර කර හිටපං හිටං,0,D
"මහින්ද කළා කියන වහල්ලු, මොරගහකන්ද ජලාශය ඉදි කරන්න මහින්ද කළ ටික කියනවද?",0,D
දැං මං අහන්නෙ මොනවම හරි දෙයක් ජනතාවගේ සල්ලි වැය කරල හැදුවම ඒකට කාගෙ හරි නමක් දාන්නම ඕනෙද...,0,D
නම් තැබිමනම් ඉතා හොද ආදර්ශයක්. ගාල්ලෙත් ඕකයි කරන්ඩ තිබ්බේ.,0,D
ලැජ්ජයි රටේ පාලකය විධියට මෙවැනි ගජබින්න කෙලිනඑකගැන.,0,D
"අප ළඟ පුහු ආඩම්බරයක් ඇත.තාත්තා දරුවන්ට, ගුරුවරයා ගෝලයින්ට, කොන්දොස්තර මගීන්ට, දේශපාලකයා ඡන්ද දායකයන්ට, සිංහලයා මුස්ලිම් අයට පමණක් නොවෙයි ගෙදර ඉන්න බල්ලාට පවා පුහු ආඩම්බරකම පෙන්වමින් ඉන්නා නිසා තමයි අපේ නොදියුණු භාවය ඇති වෙලා තියෙන්නේ.",0,D
උන් නැමෙනවා වැඩියි බං.. බැරි වෙලාවත් ලංකාවෙ ඔහොම නැවෙන්න ගියොත්,0,D
ස්වාභාවික විපත් නිසා උන් මොකටද සමාව ඉල්ලන්නේ,0,D
අපේ දුම්රිය සේවය වගේ,0,D
ලංකාවට කිසිම පාලනයක් අවශ්‍ය නැ. මිනිස්සු තමන්ගේ පාඩුවේ හැමදේම කරද්දි කාලකන්නි අපේම සල්ලි වලින් අපිට අරිනවා. දකින තැන ගහලා එලවන සමාජයක් බිහිෙවනකන් මෙව්වා මෙහෙම තමයි,0,D
ඇත්තටම ඌ ඒම කියල ද? කළින් මාලි වන්ඩේ වලට නම් විමේ ඉඩක් තියනව කිව නේද,0,D
ලැබ්රඩොග් ගැන අපි දැක්කනේ,0,D
ලැබ්‍රෝයි කරන්නෙ බුකි සුමතිට වෙච්ච පොරොන්දුවක්..,0,D
සීනි කොහෙ තිබ්බත් කූබි වහනවා,0,D
හෙන ගහන්නෙත් නෑ බන් ඕකුන්ට...,0,D
ඔට්ටුපාලයා ඕකත් මේ ගේම් එකේ යට ඉන්නවා ඉන්දියන්කාරයෝ එක්ක ඉන්දියාව ඉස්සරහා අපි පීචන් කරන බ්‍රෝකර් තමා ඕකා.,0,D
කව්රුත් නොදකින සැබැ ආදරේ,0,D
ඇඩුන ඒකට දෙය්යනේ,0,D
ඔහොම කිඋවයි කියල අපේ උන් රටේ තිබෙන දේශපාලන ක්‍රමය වෙනස් කරන්වද......??? නෑනේ..... බොරුවට කෑගහනව විතරනේ.... තව ටික දවසකින් මේ කතාව මතකවත් නෑනේ.....,0,D
කවදාවත් සිංහල එකෙක් මේ රට හදන්නේ නෑ.. අනුකම්පා කරලා සුද්දෙක් ලංකාවේ පුරවැසි භාවය හිමිකරගෙන ඌ ජන්දේ ඉල්ලුවොත් මම අනිවාර්යයෙන් ඌට ජන්දේ දෙනවා..,0,D
එහෙනම් ලංකාව අතෑරලා යන්න ඕන පෙන්.. ලංකාවෙ ඉදන් ක්‍රීඩවකින් උඩට යන්න බෑ,0,D
ලංකාවේ ජාතික මට්ටමේ/ජාත්‍යන්තර මට්ටමේ ඉන්න ක්‍රිඩකයන් කවදා අලවි වෙයිද මන්දා,0,D
පලමුවත් මව්බිම.දෙවනුවත් මව්බිම .තෙවනුවත් මව්බිම,0,D
