comment,label,df
ඒ වගේම ශ්‍රී ලංකාව තුළ පවතින සෑම සෑම ටෙලි නාට්‍යයක්ම තහනමට ලක් වල ඉගෙන මොළය පෑදෙන යම් වැඩසටහන් ඉදිරිපත් කරන මෙන් මෙන් ද ඉල්ලා සිටිමි ඔබතුමාගේ ඉතා කාරුණිකව,0,B
ඒ වචන අස්සෙන් ලාවට වගේ ඇහෙන්නෙ නැද්ද මාලු මාලු ලාබයි මාලු ........ ඔය සව්න්ඩ් එක,1,B
ඒ වීඩියෝ කෝල් එකේ වීඩියෝ එකක් යූ ටියුබ් දැම්මනම් ලෝක වාර්තාවක් එක්ක trending 1 වෙයි ,0,B
ඒ වෙලාවෙදි වත් තාත්තා කියලා පිළිගත්තද ,0,B
ඒ සිරාවටම ලස්සනයි ඔය කට්ටියම එකතු වෙලා වීඩියෝ එකක් කරන්නකෝ,0,B
ඒ සුන්දර මිනිසා,0,B
ඒ හුත්තිගෙ තියෙන ලයින්...25 පුකටෙත් දන්නෙ අම්මට හුකන්න කැරි හුත්ති..,1,B
ඒක,0,B
ඒක ..,0,B
ඒක ඇත්ත ...,0,B
"ඒක ඇත්ත නංගී , මුං තමයි ලෝකෙටම වසංගත ",0,B
ඒක ඇත්ත මැඩම්,0,B
ඒක ඇත්ත මුදු ගිය කරා ජාතිය ගෑනීයක්,1,B
ඒක ඇත්ත සහෝදරයා. ගංජා ඖෂධීය ශාකයක්. ඒක වැරදියට යොදා ගන්න එකයි අපේ අයගේ වැරැද්ද. මේ post එක හුදෙක් විනෝදය සඳහා දාපු එකක්. ඒත් මේ මහත්තුරු මට චරිත සහතිකත් දීලනෙ.,0,B
ඒක ඇත්ත.,0,B
"ඒක ඇත්ත....මෝඩකමට ,,උඩගු කමටයි ඔය උඩ පනින්නනෙ...ඒ වගේ අය ඉක්මනින් බිමට වැටෙනවා..මොකද එයාල දැන් ඉන්නෙ සදලු තලවල..පොලවෙ පය ගහපු ගෑනු නෙවේ...පවි ඉතින්...",0,B
ඒක කරගනින් තොපේ ජාතීන්ගේ රටක නීතිය කාටත් එකයි තොපිට කියලා වෙනම නීති නෑ ,1,B
ඒක කියව කියව පිලිවලට ෆොටෝ එක බලන්ඩ නෑ... ඔලුව විකාර වෙනවා ,0,B
ඒක තමයි තොපේ රටේ දවසට 600ක් 700ක් මැරෙන්නෙතෝ අවලමේ ගිහින් ලමයි හදාගත්තට අපි මොනව කරන්නද,1,B
ඒක තමයි නේහ් ,0,B
ඒක තමයි මිනි පෝලිමේ ගිහින් එක වලට දමන්නේ,0,B
ඒක තමයි වල් ඌරෝ මේ පුච්චන්නේ,1,B
ඒක තාමා 900 ගනන් එක දිගට වල කජ්ජ ගහන්නෙ හූකාම් පරට්ට හුත්ති,1,B
ඒක නං පට්ට..,0,B
ඒක නම් බලන්න ම ඕනෙ වීඩියෝ එකක්! ,0,B
ඒක නම් රිදෙන්නම දීලා නියමයි රැට්ටා,0,B
ඒක නම් සුපිරිම වැඩක්,0,B
ඒක නියමයි,0,B
ඒක නියමෙට සෙට් රැට්ටා,0,B
ඒක නෙමෙයි .ඔිකිට නඩුවක් දාලලංකාවට ගෙන්න ගන්න බැරි වෙයිද .බං . කියල දෙන්න ලංකාව කියන්නෙ මොකක්ද කියල පෙන්වන්න .ඔවුන් ඉපදෙන කොට බෙල්ල මිරිකල දාන්න ඔිනෙ .හැදුන වැඩුන රටට .ගරහන වල් බැල්ලි .,1,B
ඒක පට්ට,0,B
ඒක පට්ට ,0,B
ඒක පට්ට බ්‍රෝ,0,B
ඒක පට්ට වැඩේ බන්,0,B
ඒක පට්ට. මැකෝව ගත්තනම් හරි තාත්තගේ චරිතෙට.,0,B
ඒක මරැ ,0,B
ඒක මරු ,0,B
ඒක වෙනම ආතල් එකක් බන් ,0,B
ඒක වෙනම ආතල් එකක් බෝ,0,B
ඒක වෙනම ආතල් එකක්..සුපිරි,0,B
"ඒක වෙන්නැති න් ගෙනාපු ටොපි ලන්කාවෙ පත්තු වෙලා දැන් අපිට එලියටවත් බහින්න බැරි කලේ, නිරෝධායන වලින් හැන්ගි හැන්ගි ලංකාවෙ අහින්සකයන්ට බෝ කරල ගියෙ හොඳ සදාචාරෙ හින්ද වෙන්නැති",1,B
ඒක සුපිරී,0,B
ඒක ෆට්ට,0,B
ඒකට උත්තරය හමුවෙලා බං ,0,B
ඒකට රහස උන්ගේ මොලේ ආප්පෙකින් වහගෙන නිසා. ,1,B
ඒකත් රැල්ලට ගියානම්,0,B
ඒකත් සුපිරි ඈ. ඇඩ් නම් ඉතිං උබම තමයි ලකා. ,0,B
ඒකනම් ඇත්ත ,0,B
ඒකනම් ඇත්ත සර්,0,B
ඒකනම් වදින්නම දීලා තියෙනව,0,B
ඒකයි නායකත්වය අපි ඉල්ලන.,0,B
ඒකහ,0,B
ඒකහ්,0,B
ඒකිට පිස්සු පිස්සොත් එක්ක කතා කරල දිනන්න බෑ නේ.ඉපදුනේ කොහෙද දැන් නෑ සිංහල කතා කරන්න,1,B
ඒකිට පිස්සුද කොහෙද අපිත් ඉන්නෙ රට මෙ මිනිස්සුත් හොදයි ඒත් මගෙ රට මගෙ මිනිස්සු තරම් අගයක් නැ,0,B
ඒකිට මෝල්,1,B
ඒකෙ රෙකොඩින් නැද්ද යකු අපිට බලන්න,0,B
ඒකේක්ට කියලා 2ක් ඇනගත්තනමි හරිනේ,1,B
ඒත් කලින් කරපු එක හරි ගියේ නෑ කියලා තිබ්බා,0,B
ඒත් කොච්චර කාලයක් යයිද පරණ තත්වෙටම එන්න.,0,B
ඒත් මෙයා කතා කරන විදිහෙන්ම පේනවානේ ආගමක් දහමක් අදහන්නේ නෑ කියලා,0,B
ඒන්න එපා තොපි තොපි ලංකාවට ආවත් එසී රූම්නේ ඉල්ලන්නේ ඒනිසා එන්න එපා ඔහෙම හිටපියව්,1,B
ඒන්න ඒපා වෙිසියේ තොආවොත් ගල්ගහලා මරන්නෙ තොගෙ වෙිස දරැවො තමයි තක්කටි පටිට බැල්ලි තොට කොරොනාම හැදියන් ඒවා කටෙි ඇරලා කට මොයකට වාගෙයි තොට ඒවා ලොකු වුනාට අපිට ලංකාව තියපිය බරබැල්ලි තොපිට මුල අමතක පරබැල්ලි ලොකු ඒවා අතගානකොට තොට ලංකාවෙි ඒවා තක්කටි තොගෙ මිනිහා ඉස්සල්ලා කිවුවානෙද සිංහලකියලා දරැවො ඒකාගෙයි කිවුවා නෙද ඒතකොට ඒතක්කඩියාගෙද දරැවො,1,B
ඒයි ඒයි පිස්සු හදවන්නද හදන්නෙ ලකා අයියේ ,0,B
ඒයි වෙසියේ ලංකාවටනමි එන්න එපාතෝ හරිද පුක දිබං ඉතාලියට වෙලා රේනවා තෝගෙ කටට කැරිවෙසි,1,B
ඒයි හැමදාමත් මෙක තියේන්නේ නැ හොදේ කට පරෙසන් කර කතා කොරොත් හොදයි පට්ට බැල්ලි,1,B
ඒයී.,0,B
"ඒව මොකුත්ම අපිට අදාලමනෑ කෝරෝනා වලින් මැරෙන ඔක්කොම එවුන් පුච්චනව , නොකතා , නෝ කොමඩ් ,වෙද්‍යවරුන්ට හිතුනොත් ඔක්කොම වලලනව ,69 ලක්ෂයක්ම සහ තව ටික දෙනෙක් වෙද්‍ය මතයට ගරුකරනව ,එච්චරයි ,",1,B
ඒව හොද වැඩ...,0,B
ඔක ජතකෙ වැරැද්ද,1,B
ඔකනේ බ්‍ර්ව් ආදරේ,0,B
ඔකි අවෙි නැ අපේ රටට පඩු නැ හු#ති,1,B
ඔකි කොරෝනම හැදිලා මැරිලා පලයන් ,1,B
ඔකිඔකි එක සැරයක් ලංකාවට ඇවිත් මානසික ආබාධයක් ඇති අවු16 කොල්ලෙක් අරගන ගිහින් ගුදසංසර්ගයකක් කරවාගෙන ඒ ලමයාගෙ ලිංගය හපාකෑමෙන් ප්‍රශ්නයක් ඇතිඋනා,1,B
ඔකිගෙ පිත්තමාට කොටාන්න ඔනෙ,1,B
ඔකිගේ අම්මාට කාරයෙක් පුකේ ඇරලා ඔකි ජාතක කරලා තියෙන්නේ,1,B
ඔකිට ලංකාවට එන්න දේන්න එපා...,1,B
ඔකිට හරක් පයියාක් මොල් කරලා පුකේ දන්න ඔනි තන්දේකෙන් අල්ලලා සමනල ගැටයක් ගහන්න ඔනි පුකවටේ කැරකේන්න බැල්ලි,1,B
ඔකුන් කවද හරි ඔන වෙන්ව බන් ඔක්ශිජන් ටිකක් ගන්න,0,B
ඔකෝම ඇරන් ඉන්න ගිහින් තමයි අද ඔය තත්ත්වය උදා උනේ අපේ ලන්කාවෙ ඉන්නවා දෙවි වරු අපිව හැමඩමත් අරක්ශා කරන ඒ නිසා අපේ රට අරක්සයි මිහිපිට දෙව් වරු ඉන්නකම් අපේ රට හැමදම අරාක්ශා කරනවා තොට කොරෝනා ම හැදිය,1,B
ඔක්කොටම කලින් ඔබට කොරොන හදෙන්නෙ මුශලි,1,B
"ඔක්කොටම කලින් මිනිස්සු ජීවත් විය යුතුයි.ගොන් පකයෝ තොපි වගේ හරක් මහජන නියෝජිතයන් කරපු එවුන්ට පු,,,, ආ,,,ඕන. තොපිට සාමාන්‍ය දැනීම. සමාජ බින්දුවයි.පොන්නයා",1,B
ඔක්කොම වලලලා ගත්තනම් කොරෝනා නැති වෙයිනේ ඇයි දොස්තර මහත්වරු මෙච්චර නහින්නෙ නානලගෙ පකේ ලොජික් ,1,B
"ඔක්කොම හොදයි, තොපි වගේ හැත්තක් නිසා තම ඉතාලියත් කාලා ලන්කාවත් කැවෙ",1,B
ඔක්සිජන් එපා කිව්ව එකා ,0,B
ඔක්සිජන් නැතිව ජිවත්විය හැකි සතුන්,0,B
ඔක්සිජන් නැතුව ජීවිත කිහිපයක් උඩ දිස්වේ,0,B
ඔක්සිජන් නැතුව හුස්ම ගන්න පුළුවන් රට ගැන කැක්කුමක් නැති හරක් ඉන්න රටක..උඹලා වගේ ඇත්තටම මොළේ තියෙන රට ගැන හැගීමක් තියෙන බුද්ධිමත් මිනිස්සුත් ඉන්නම ඕන අයියේ..නැත්නම් මේ තාරාදිය බැලන්ස් කරන්න බෑ..Great work..,0,B
ඔක්සිජන් වැඩක් නෑ යකෝ.,0,B
ඔච්චර ඉතාලියට ආදරේනම් සිංහලෙන් කතා කරන්නෙ මොකද යකෝ ,1,B
ඔච්චර දගලන්න ඕනේ නෑනේ පුච්චලා දාපුවහම ,0,B
ඔච්චර පුකේ අමාරුවක් තියෙනවා නං බාසාවෙන් බැනපංකො.,1,B
ඔතන වැලලියන් ගොන් වේසි ,1,B
ඔනේ නැ තොගේ මල මිනිය..,1,B
ඔන්න,0,B
ඔන්න ඉන්න උන් මේරටත් උන් ඇවිත් කෑවා එහෙ ඉද ගෙනත් කන්ව පොන්න හැත්..,1,B
ඔන්න ඔය වගේ ගෑනුන්ට තමයි සක්කිලි කියන්නේ යන්න එපා ලංකාවෙ කිසිම කෙනෙක් ඕකිගෙ කඩෙන් කෑම කන්න,1,B
ඔන්න ගම්පහ චන්ද දායකයින්ගේ ඔටුවා.කො.... මිගමුවෙන් හුවක් ඔනේ......ඔනෙ........,1,B
"ඔන්න දෙස්තරගෙ පුතා. එකත් දොස්තරලු, හැබැයි යු ඇන් පි...",1,B
ඔන්න බලපං මේ කමෙන්ට්ස් බලලා මාමා පටන් ගන්නවා යූටියුබ් චැනල් එකක්.. උබට තමා රැට්ටෝ කෙල වෙන්නේ...,0,B
ඔන්න බලපන් තව ටික්කින් මේකට කමෙන්ට් කරනවා ,0,B
ඔන්න මාමේ Ratta - රැට්ටාගේ විඩියෝ එකක හිටියේ නැත්තන් අපිට පචන්ඩකාරි ක්‍රියා වල නිරත වෙන්න වෙනෝ,0,B
ඔන්න යු ටියුබ් කරන vogsla ඔක්කොටොම මන් කරන අභියෝගයක් පුලුවන් නම් රැට්ටයි මැකොයි එකට සෙට් කරලා video එකක් කරමු ,0,B
ඔන්න ් ගොන් බඩුව,1,B
ඔන්ලි කැන් ඩූ ඉට්,0,B
ඔබ ...ට....හෙන ගහපන්....,1,B
ඔබ අපගේ නෝර්මන් ජන වර්ගයේ අයෙක් වත් අපගේ නෝර්මන් සිංහල ජන වර්ගයේ අයෙක් වත් අපගේ අනෙකුත් නෝර්මන් ජන වර්ග වල අයෙක් වත් නොවෙයි. ඔයා පැහැපත් වුනාට ඔයාගේ මුහුන කාපිරි වගෙයි.,0,B
ඔබ ඉතා නිවැරැදියි ..,0,B
ඔබ එහෙම වැලලියන් අපට මොකද. එත් මගේ රටට ඔය වසන්ගතෙ ගෙනාවෙ ඔයවගෙම ගොං රැළක් තමයි. එකෙන් සිද්ධවුණේ මුළු ම ඉන්න අපේම අහිංසක මිනිස්සුන්ගෙ නම්බුව කාපු එක තමයි. තොපි වගේ නෙමෙයි මේ රටට ආදරය කරන මිනිස්සු ඕන තරම් ලෝකයේ හැම රටකම ජීවත් වෙනවා කවදාවත් දෙයක් හරිහම්බ කරගත්ත කියල තමන්ගේ මව් රටට ගරහන්නේ නෑ,1,B
ඔබ කරන මෙහෙවරට ගොඩක් ස්තුතියි,0,B
ඔබ තැමීයගේ කතාවට හදවත රිදේනවා මටත් දැන් නේ ඵකම ඔබ තැයගේ කතාව බෝහෝම වටිනවා ඵකතමයි ඇත්ත ජාතිය ජිවත් වේලා ඉන්න ඕනේ හැම දේයම කරන්න බෑ නොතේරෙන අයනමි වයස දහයට අඩු දරැවෝ වගේ රටේ අවදානම නෝසීතා අවස්තා වාදීන්ට ඔනේ ගැදයක් ගහගන්න රජයක් ඵක්ක ඔබ තැමියට හමුදාපති පොලීස් පති සවුක දේපාර් මේන්තැ ඇතැලු අගමැති වගේ වග කියයුතැ අයට අයගේන් නමි ඔනේම නීතියක් වුපරිම සහ රට බේරා ගන්න දැනටමත් පරකැයි සවුදියනමි ඵක දිගට ඇදිරි නීතිය දැමිමා සති තැනක් ඵක රජයේයේ නීතියට කකැල් හේලන්න කවුරැත්නැ අපේ රටේ නිදහස වැඩි මේවන් මෝහෝතක රජයට ඔනේ දැඩි තිරනයක් ගන්න පුලුවන්නේ මගේ රටට බුදු සරනයි සවුදියේ සිට,0,B
ඔබ තුමට ගොඩක් පින් ගොඩක් ස්තුති තෙරුවන් සරනයි ..,0,B
ඔබ තුමා අතුලු සියලුම දෙනාට මේ කර්තව්‍ය කර ගනීමට සියලු සක්තිය දහිරිය ලබේවා තෙරුවන් සරනයි,0,B
ඔබ තුමා අපට සම්පතකි රටේ පිනට පහළ වු නායකයා නිදුක් නිරෝගී සුවය ලැබේවා .බුදුසරණ වේවා,0,B
ඔබ තුමා අවශ්‍ය ආකාරයට අවශ්‍ය පිළියම් යෙදීමට කටයුතු කළ නිසා අපගේ මවුබිමත් ජීවිතත් මේ ආකාරයෙන් ආරක්ෂා වී ඇති බව අප හොඳින් දන්නෙමු ගරු ජනාධිපති තුමනි....,0,B
ඔබ තුමා කරන මෙහෙය අමිලයි.ජනපති තුමනි..ඒත් බලන්න අපේ සමහර මිනිසුන්.ාකල්ප වෙනසක් සදහා අද්‍යාපනයද අලුත් කරමින් සුදුස්සාට සුදුසු තැන දී රට රැකිමට හා දේශිය අනන්‍යතාවය සුරැකෙන රටක් අපට උදා කර දෙන්න.තෙරුවන් සරණයි!!!,0,B
ඔබ තුමා නොහිටින්න අපිට වෙන්නෙ මිනී ගනං කරන්න...ඒත් සමහර පටු දේශපාලකයො ඔබ සහ රජය මුහුනු පොත හරහා විවේචනය කරයි..ඒනිසා මේවන් කාර්යමන්ඩලයක් ලං කරන් රට ඉදිරියට ගෙනියන්න...පරන කේවට්ටයන් නැති තරමට ගමන ජයයි...දීර්ඝායුශ ලැබේවා...,0,B
ඔබ තුමා ලක් වැසියන්ට ආදරණීය පියෙකි!!!! චිරන් ජයතු ජනපතිතුමනි ,0,B
ඔබ තුමාගේ දුර දක්නා ඥානයෙන් හා අප්‍රතිහත ධෛර්යයෙන් යුතුව කටයුතු කිරීම තුළින් දැනට අපගේ ශ්‍රී ලංකාවේ corona virus යෙන් ආරක්ෂා කර ගැනීමට කටයුතු කිරීම පිළිබඳව අපගේ ප්‍රණාමය පුද කර සිටිමි.,0,B
ඔබ තුමාගේ දූරදර්ශී දැක්ම සෘජු රාජ්‍ය නායකත්වය .නිහතමනීත්වය අප ලද උතුම් ම දෙයයි.එතුලිනි සියලු රටවැසියන් ට දැනෙන්නේ මහත් සුරක්ෂිත භාවයක්.ඔබතුමා ඇතුළු සැමට තෙරුවන් සරණයි.,0,B
ඔබ තුමාගේ නායකත්වයෙන් මේ කොරෝනා රෝගයෙන් අපේ ජනතාව යම්කිසි මට්ටමින් ආරක්ෂා වෙනවා.එ ගැන පිටරට ඉන්න අපිට තියෙන්නේ ලොකු ආඩම්බරක්. ජනාධිපති තුමනි. සමහර ගම්වලට රජයේ දෙන ආදාර නොලැබී තියෙන බව සමාජ මාධ්‍යයෙන් සහා ජන මාධ්‍යයෙන් අපි දාක්කා.ආන්ඩුවේ මන්ත්‍රීවරුන් 5 විතර ජනතාව වෙනුවෙන් ගොඩාක් පරිත්‍යාග කර ජනතාව ගේ දුකට උදව් වෙනවා. එත් බහුතරයක් ගම්වල ඉන්න මන්ත්‍රීවරුන් නම් කිසිදෙයක් ජනතාව වෙනුවෙන් කරන්න අදහස් වත් නෑ . ඔබ තුමාගේ ඉල්ලා සිටින්නේ ආන්ඩුවේ මන්ත්‍රීවරුන් හට තමන් සිටින ගම්වල ජනතාව ගැන හොයාබලන්න දන්වන.විපක්ෂයේ මන්ත්‍රීවරුන් හදන්නේ ආන්ඩුව අපහසුතාවට පත්කිරිමටය.අපි ඉන්න රට අවදානම් එත් අපි පරිස්සමෙන් ඉන්නවා.රජයට සහායෝග දෙමින්. මගේ මතය පිටරටක සිටියත් රජයේ කිසිදෙයක් බලාපොරොත්තු වෙන්න නෑ මේ වගේ අවස්තාවේ .එත් අපේ රටේ ගොඩාක් අසරණ මිනිස්සුන් වෙනුවෙන් එ මිනිස්සුන් ගැන සොයාබලන්න ගෙදරට වෙලා ඉන්න මන්ත්‍රීවරුන් බල කරන්න,0,B
"ඔබ තුමාගේ ශක්තිමත් වැඩ පිලිවෙල සහ කැපකිරීම් මත අපට මේ වසංගතය පරදවා නව ජවයක් සමගින් නැවත පෙර තිබුණාට වඩා මේ රට ඉදිරියටම ගෙන යා හැකි බවට අප තදින්ම විශ්වාස කරමු ,ස්තූතියි චිරං ජයතු ,ජනාධිපති තුමනි",0,B
ඔබ තුමාගේ ශක්තිමත් වැඩ පිලිවෙල සහ සියළුම අංශ වල ඉමහත් කැපකිරීම් තුළින් අපට මෙයින් ජයගත හැකි බව විශ්වාසයි.ස්තුතියි ,0,B
ඔබ තුමාට තෙරුවන් සරණයි ...ජයවේවා,0,B
ඔබ තුමාට තෙරුවන් සරණයි .ඔබතුමා මෙ කරගෙන යන වැඩ සටහන ඉතා හොඳයි . නමුත් මිනිසුන්ගේ සහයෝගය ඉතා අඩුයි දැනටමත් රජයෙන් සෑම අඩු ආදායම් පවුලකටම රුපියල් පන්දහසක් ලබා දිමට නියමිතයි.සෑම පවුලකටම මසකට සරිලන අහාර මල්ල්ක් පිරිනමා.මාසයක් රටේ සියලුදෙනාට වෛද්‍යවරුන් සහ ත්‍රිවිධ හමුදාව හැර නිවඩු දුන්නොත් මෙ කොරෝනා උවදුර වලක්වා ගතහැකි වෙතැයි මගේ අදහස .,0,B
ඔබ තුමාට දීර්ගායු.,0,B
ඔබ තුමාට නිදුක් නිරෝගි සුව ජනාධිපති තුමනි,0,B
ඔබ තුමාට නිදුක් නිරෝගි සුව ලැබේවා..තෙරුවන් සරනයි....,0,B
ඔබ තුමාටත් අපේ දුප්පත් මිනිස්සුන්ට ආහාර පාන දීලා උදව් කරන්න හොද අවස්ථාවක්.,0,B
ඔබ තුමිගේ මෙම කථාව නැවථ නැවතත් විකාශය කිරීම වැදගත් ඒ මොකද මොලේ තියන හරක් නොවන අයගෙ හීත පැහෑදී තේරැම් ගෙන රට ජාතිය බොරාගනියි,0,B
ඔබ තුමිය කිව්වා වගේ පාට පක්ෂ පැත්තකින් තියලා එකතු වෙලා එකා මෙන් වැඩ කලොත් මෙ ව්‍යසනය වලක්වා ගත හැකියි,0,B
ඔබ තුමිය ගෙ කතාව ඇත්තම කතාව,0,B
ඔබ තුමිය හරියටම හරි මේ වෙලාව ඔබ තුමීල නොහිටින්න අපි මැරිල ඉවරයි ගොඩාක්ම පිං මේ විදියට මිනිසුන්ට කියල දෙනවට,0,B
ඔබ තුමියගේ visa cancel වෙලා deport වෙලා ලංකාවට පැමිණෙන්න වාසනාව ලැබේවා. එදාට අපි පිළිතුරු සපයන්න පුළුවන්. ,0,B
ඔබ තුමියගේ කතාව ඇත්ත නියමයි. ඔබ තුමියට පුලුවන් නෙ කතාවත් එක්කම මෙ වෙලාවෙ රෝහලට ගිහිල්ලා කොරෝනා ලෙඩ්ඩුන්ට බෙහෙත් කරලා මෙ වසංගතය නැති කරන්න,0,B
ඔබ තුමියගේ කතාව සුපිරියි මෙි කතාව අහන්නේ නැත්නම් අපි සියල්ලම ඉවරයි,0,B
ඔබ තුමියට කියන්න වචන නැ තෙරැවන් සරණයි සියලු දෙවියන් ගේම පිහිටයි ,0,B
ඔබ තුමියට කියන්න වචන නෑ බුදු සරණයි සියලු දෙවියන් රැකවරණය ලැබේවා,0,B
ඔබ තුමියට ගරු කරමි..එහෙත් කිසිවිටකත් විමල් ගම්මන්පිල වැනි මිනිසුන් මෙන් රජයේ කුනු රෙදි හේදීමට යට වෙන්න එපා...දේශපාලනය ට එහා ගිය උසස් ආකල්පම මිනිසුන්ට දෙන්නට වාසනාව ලැබේවා,0,B
ඔබ තුමියට ගොඩක් ස්තුති ,0,B
ඔබ තුමියට තුනුරුවන් සරනයි පර බල්ලන්ට ජාතක වෙලා ඉපදුණු එවුන් මොනා කීවත් ඔබතුමියලා මේ කරන කැප කිරීම් වෙන අයට කරන්න සැලෙන්න එපා මැතිතුමියනි තුනුරුවන් සරනයි ඔබතුමියලා ට,1,B
ඔබ දෙදෙනාටම මිනිසුන් මේ තරම් ආදරයක් දක්වන්නේ ඔබ දෙදෙනා තුල වූ අව්‍යාජ නිහතමානීකම නිසාවෙනි.තෙරුවන් සරණයි......,0,B
ඔබ දෙපලට බුදු සරණයි සර්.,0,B
"ඔබ ප්‍රදේශයේ අත්‍යවශ්‍ය සේවා , ආහාර අවශ්‍යතා ලබාගන්න",0,B
ඔබ වගේ නායකයෙක් ලැබෙන්න ශ්‍රී ලාංකික අපි වාසනාවන්තයි. ඔබේ ආරක්ෂාව ගැනත් සිතන්න ජනාධිපති තුමනි. ස්තූතියි ඔබට,0,B
ඔබ වැටුප පරිත්‍යාග කර කෙනෙක් ඔබට නීරෝගී සුවය ලැබේවා,0,B
ඔබ වැනි අය රටට අවශ්‍ය මො හොතක්,0,B
ඔබ වැනි කෙනෙක් අපිට නොලැබුනානම් අපට සිදුවන දේ ඉතාම කණගාටුදායක වන්නට තිබුණා.,0,B
ඔබ වැනි ජනාධිපති කෙනෙක් ලැබිම ජාතියේ පිනකි.වාසනාවකි.ඔබ තුමාට යෝධබල යෝධ ශක්තිය ලැබෙිවා!!තෙරැවන් සරණයි...!!,0,B
ඔබ වැනි නායකයෙක් මේ රටේ මේ වෙලාවේ නොසිටියානම්..අපිට කුමක් සිදුවේවිද.මේ උවදුරින් රට මුදා ගැනීමට ඔබට යෝධබල යෝධ ශක්තිය ලැබේවා...,0,B
ඔබ සැබෑ ලාංකිකයෙක් ,0,B
ඔබ සැමට තෙරුවන් සරණයි !!!,0,B
ඔබ සැමටම තෙරුවන් සරණයි.... සියලු සත්වයෝ නිදුක් වෙත්වා ..මෙම කොරෝනා ව්‍යිරසය මුලු ලෝකයෙන්ම තුරංවේවා...,0,B
ඔබ හරි,0,B
ඔබ හැමදෙනාටම තෙරුවන් සරණයි ....!!!,0,B
ඔබ.තුමියගෙ.කතාව .සමිපුර්න .ඇත්ත තෙරැවන් .සරනයි,0,B
ඔබගේ ආදරණීය ස්වාමියාට අයියනායක දෙයියන්ගේම පිහිටයි..,0,B
ඔබගේ ඒ වචනවල තිබුනේ ජාතියට තිබෙන ආදරණීයත්වයයි..ඒ වෙනුවෙන් සංවෙිදීව කරැණු ඉදිරිපත් කළ ඔබ අපට ශක්තියක් !!!!,0,B
ඔබට ඉක්මනින් නිවන් සුව ලැබේවා,1,B
"ඔබට ඔය රටට ඇති කැක්කුම ,අපට අප රට සදහා පවතී. හෝමෝන සක්‍රිය වුනු පමනින් ඔබ වැඩ්ඩෙක් වෙන්නේ නැත. උපන් රට පලමුවත් . එහි සoධර්භයත් හානි නොකරන්න.",0,B
ඔබට කැමති තැනක ඉන්න. මගේ අදරනීය මව් රටට අපහසකරන්න එපා. න් ඔබට ලැබුණු වචාලකම පෙන්නන්න එපා.,0,B
ඔබට ජය ජනපතිතුමනි. ,0,B
ඔබට ජිවත් වෙන්න දන්නවානම් ශ්‍රිලංකාවේ ලස්සනට ජිවත් විමට වාසනාව තියෙයි.,0,B
"ඔබට තව තවත් දිරිය ශක්තිය ලැබේවා ,රට වෙනුවෙන් කෙරෙන මෙහෙවරට.",0,B
ඔබට තෙරුවන් සරනයි,0,B
ඔබට දළදා සමිදු පිහිටා ආරක්ෂා නිරන්තරයෙන් ලැබේවා,0,B
ඔබට දළදා සමිඳු පිහිට ආරක්ෂාව ආශිර්වාදය නිරන්තරයෙන් ලැබේවා,0,B
ඔබට දීර්ඝායුෂ මේ ලක්දිව රැකුමට,0,B
ඔබට පිස්සු .,0,B
"ඔබට වැරදිලා මල්ලිලා වැඩ පටන් අරගෙන දෙවියන් ලගට ඔක්කොම එක්ක යන්න සංහිඳියා ලෙඩේ 2019.11.26 අපි සුව කරගත්තා ,ඔයාට ඕනේ නම් උන් එක්කම ඉන්න .ඕවා කියලා මේ රටේ එකම නීතිය ක් එකම රටක් ලෙස ඉදිරියට යන එක ඔයාට වලකාලීමට බෑ",0,B
ඔබට වේස කමේ යන්න හිලෙන් ගන්න නැතුව ඇත්තේ එතකොට හිල ලොකු වෙනවනේ නේද බල්ලියේ වරෙන්කෝ ලන්කාවට කවදා හරී පට්ට හුත්ති,1,B
ඔබට හුකන්න බැරි වෙයිද,1,B
ඔබතුමන් ප්‍රමුඛ සෙසු කාර්ය මණ්ඩල සේනාව එක්ව කරන්නාවූ සටන ඉහළින්ම අගය කරමි.. !,0,B
"ඔබතුමා ""නොදන්නා"" විෂයක විශේෂඥ උපදෙස් නිහතමානීව උපේක්ෂාවෙන් පිලිගෙන ඊට අද්විතීය පරිපාලනය එක් කල නිසා අද මේ පුංචි රටට, කොරෝනාව 'පුංචියටම' ඉවර කරගන්න පුලුවන් වෙලා තියෙන්නේ ...!!",0,B
ඔබතුමා ඇතුලු මේ වෙනුවෙන් කැපවෙන සියලු දෙනාට බුදුසරණයි,0,B
"ඔබතුමා ඇතුළු බලමුළු කොරෝනා වලට එරෙහිව ගෙන ඇති සාධනීය පියවර කොරෝනා වලින් රට මුදා ගැනීමෙන් පසුවද ප්‍රතිපත්ති වශයෙන් ඉදිරියත් ක්‍රියාත්මක කරගෙන යන්න.උදාහරණයක් ලෙස ගෙවතු වගාව, සතොස ,සමුපාකාර රාජ්‍ය බැංකු,ග්‍රාම නිලධාරීන් ඇතුළු රාජ්‍ය නිලධාරි පද්ධතින් සක්‍රීය ලෙස පවත්වාගෙන යාම, නව සංනිවේදන තාක්ෂණය සෑම ගෘහ ඒකකයකටම හඳුන්වා දීම සඳහන් කරමි.දේශපාලන පාලන නියෝජිතයන්ට වඩා නිලධාරීන් කෙරෙහි විශ්වාසය තබන්න.ස්තුතියි.....",0,B
